source,id,id_raw,tier_raw,tier,seq,title,description
nist_800_53_v4,nist_800_53_v4:sc-21,SC-21,Control,1,21,Secure Name / Address Resolution Service (Recursive Or Caching Resolver),
nist_800_53_v4,nist_800_53_v4:sc-22,SC-22,Control,1,22,Architecture and Provisioning For Name / Address Resolution Service,
nist_800_53_v4,nist_800_53_v4:sc-23,SC-23,Control,1,23,Session Authenticity,
nist_800_53_v4,nist_800_53_v4:sc-23(1),SC-23 (1),Enhancement,2,1,Invalidate Session Identifiers At Logout,The information system invalidates session identifiers upon user logout or other session termination.
nist_800_53_v4,nist_800_53_v4:sc-23(3),SC-23 (3),Enhancement,2,3,Unique Session Identifiers With Randomization,The information system generates a unique session identifier for each session with [Assignment: organization-defined randomness requirements] and recognizes only session identifiers that are system-generated.
nist_800_53_v4,nist_800_53_v4:sc-23(5),SC-23 (5),Enhancement,2,5,Allowed Certificate Authorities,The information system only allows the use of [Assignment: organization-defined certificate authorities] for verification of the establishment of protected sessions.
nist_800_53_v4,nist_800_53_v4:sc-24,SC-24,Control,1,24,Fail In Known State,
nist_800_53_v4,nist_800_53_v4:sc-25,SC-25,Control,1,25,Thin Nodes,
nist_800_53_v4,nist_800_53_v4:sc-26,SC-26,Control,1,26,Honeypots,
nist_800_53_v4,nist_800_53_v4:sc-27,SC-27,Control,1,27,Platform-Independent Applications,
nist_800_53_v4,nist_800_53_v4:sc-28,SC-28,Control,1,28,Protection Of Information At Rest,
nist_800_53_v4,nist_800_53_v4:sc-28(1),SC-28 (1),Enhancement,2,1,Cryptographic Protection,The information system implements cryptographic mechanisms to prevent unauthorized disclosure and modification of [Assignment: organization-defined information] on [Assignment: organization-defined information system components].
nist_800_53_v4,nist_800_53_v4:sc-28(2),SC-28 (2),Enhancement,2,2,Off-Line Storage,The organization removes from online storage and stores off-line in a secure location [Assignment: organization-defined information].
nist_800_53_v4,nist_800_53_v4:sc-29,SC-29,Control,1,29,Heterogeneity,
nist_800_53_v4,nist_800_53_v4:sc-29(1),SC-29 (1),Enhancement,2,1,Virtualization Techniques,The organization employs virtualization techniques to support the deployment of a diversity of operating systems and applications that are changed [Assignment: organization-defined frequency].
nist_800_53_v4,nist_800_53_v4:sc-3,SC-3,Control,1,3,Security Function Isolation,
nist_800_53_v4,nist_800_53_v4:sc-3(1),SC-3 (1),Enhancement,2,1,Hardware Separation,The information system utilizes underlying hardware separation mechanisms to implement security function isolation.
nist_800_53_v4,nist_800_53_v4:sc-3(2),SC-3 (2),Enhancement,2,2,Access / Flow Control Functions,The information system isolates security functions enforcing access and information flow control from nonsecurity functions and from other security functions.
nist_800_53_v4,nist_800_53_v4:sc-3(3),SC-3 (3),Enhancement,2,3,Minimize Nonsecurity Functionality,The organization minimizes the number of nonsecurity functions included within the isolation boundary containing security functions.
nist_800_53_v4,nist_800_53_v4:sc-3(4),SC-3 (4),Enhancement,2,4,Module Coupling And Cohesiveness,The organization implements security functions as largely independent modules that maximize internal cohesiveness within modules and minimize coupling between modules.
nist_800_53_v4,nist_800_53_v4:sc-3(5),SC-3 (5),Enhancement,2,5,Layered Structures,The organization implements security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers.
nist_800_53_v4,nist_800_53_v4:sc-30,SC-30,Control,1,30,Concealment and Misdirection,
nist_800_53_v4,nist_800_53_v4:sc-30(2),SC-30 (2),Enhancement,2,2,Randomness,The organization employs [Assignment: organization-defined techniques] to introduce randomness into organizational operations and assets.
nist_800_53_v4,nist_800_53_v4:sc-30(3),SC-30 (3),Enhancement,2,3,Change Processing / Storage Locations,The organization changes the location of [Assignment: organization-defined processing and/or storage] [Selection: [Assignment: organization-defined time frequency]; at random time intervals]].
nist_800_53_v4,nist_800_53_v4:sc-30(4),SC-30 (4),Enhancement,2,4,Misleading Information,"The organization employs realistic, but misleading information in [Assignment: organization-defined information system components] with regard to its security state or posture."
nist_800_53_v4,nist_800_53_v4:sc-30(5),SC-30 (5),Enhancement,2,5,Concealment Of System Components,The organization employs [Assignment: organization-defined techniques] to hide or conceal [Assignment: organization-defined information system components].
nist_800_53_v4,nist_800_53_v4:sc-31,SC-31,Control,1,31,Covert Channel Analysis,
nist_800_53_v4,nist_800_53_v4:sc-31(1),SC-31 (1),Enhancement,2,1,Test Covert Channels For Exploitability,The organization tests a subset of the identified covert channels to determine which channels are exploitable.
nist_800_53_v4,nist_800_53_v4:sc-31(2),SC-31 (2),Enhancement,2,2,Maximum Bandwidth,The organization reduces the maximum bandwidth for identified covert [Selection (one or more); storage; timing] channels to [Assignment: organization-defined values].
nist_800_53_v4,nist_800_53_v4:sc-31(3),SC-31 (3),Enhancement,2,3,Measure Bandwidth In Operational Environments,The organization measures the bandwidth of [Assignment: organization-defined subset of identified covert channels] in the operational environment of the information system.
nist_800_53_v4,nist_800_53_v4:sc-31a.,SC-31a.,Statement,2,1,,The organization: Performs a covert channel analysis to identify those aspects of communications within the information system that are potential avenues for covert [Selection (one or more): storage; timing] channels; and
nist_800_53_v4,nist_800_53_v4:sc-31b.,SC-31b.,Statement,2,2,,The organization: Estimates the maximum bandwidth of those channels.
nist_800_53_v4,nist_800_53_v4:sc-32,SC-32,Control,1,32,Information System Partitioning,
nist_800_53_v4,nist_800_53_v4:sc-33,SC-33,Control,1,33,Transmission Preparation Integrity,
nist_800_53_v4,nist_800_53_v4:sc-34,SC-34,Control,1,34,Non-Modifiable Executable Programs,
nist_800_53_v4,nist_800_53_v4:sc-34(1),SC-34 (1),Enhancement,2,1,No Writable Storage,The organization employs [Assignment: organization-defined information system components] with no writeable storage that is persistent across component restart or power on/off.
nist_800_53_v4,nist_800_53_v4:sc-34(2),SC-34 (2),Enhancement,2,2,Integrity Protection / Read-Only Media,The organization protects the integrity of information prior to storage on read-only media and controls the media after such information has been recorded onto the media.
nist_800_53_v4,nist_800_53_v4:sc-34(3),SC-34 (3),Enhancement,2,3,Hardware-Based Protection,"The organization: Employs hardware-based, write-protect for [Assignment: organization-defined information system firmware components]; and Implements specific procedures for [Assignment: organization-defined authorized individuals] to manually disable hardware write-protect for firmware modifications and re-enable the write-protect prior to returning to operational mode."
nist_800_53_v4,nist_800_53_v4:sc-34a.,SC-34a.,Statement,2,1,,"The information system at [Assignment: organization-defined information system components]: Loads and executes the operating environment from hardware-enforced, read-only media; and"
nist_800_53_v4,nist_800_53_v4:sc-34b.,SC-34b.,Statement,2,2,,"The information system at [Assignment: organization-defined information system components]: Loads and executes [Assignment: organization-defined applications] from hardware-enforced, read-only media."
nist_800_53_v4,nist_800_53_v4:sc-35,SC-35,Control,1,35,Honeyclients,
nist_800_53_v4,nist_800_53_v4:sc-36,SC-36,Control,1,36,Distributed Processing and Storage,
nist_800_53_v4,nist_800_53_v4:sc-36(1),SC-36 (1),Enhancement,2,1,Polling Techniques,"The organization employs polling techniques to identify potential faults, errors, or compromises to [Assignment: organization-defined distributed processing and storage components]."
nist_800_53_v4,nist_800_53_v4:sc-37,SC-37,Control,1,37,Out-Of-Band Channels,
nist_800_53_v4,nist_800_53_v4:sc-37(1),SC-37 (1),Enhancement,2,1,Ensure Delivery / Transmission,"The organization employs [Assignment: organization-defined security safeguards] to ensure that only [Assignment: organization-defined individuals or information systems] receive the [Assignment: organization-defined information, information system components, or devices]."
nist_800_53_v4,nist_800_53_v4:sc-38,SC-38,Control,1,38,Operations Security,
nist_800_53_v4,nist_800_53_v4:sc-39,SC-39,Control,1,39,Process Isolation,
nist_800_53_v4,nist_800_53_v4:sc-39(1),SC-39 (1),Enhancement,2,1,Hardware Separation,The information system implements underlying hardware separation mechanisms to facilitate process separation.
nist_800_53_v4,nist_800_53_v4:sc-39(2),SC-39 (2),Enhancement,2,2,Thread Isolation,The information system maintains a separate execution domain for each thread in [Assignment: organization-defined multi-threaded processing].
nist_800_53_v4,nist_800_53_v4:sc-4,SC-4,Control,1,4,Information In Shared Resources,
nist_800_53_v4,nist_800_53_v4:sc-4(2),SC-4 (2),Enhancement,2,2,Periods Processing,The information system prevents unauthorized information transfer via shared resources in accordance with [Assignment: organization-defined procedures] when system processing explicitly switches between different information classification levels or security categories.
nist_800_53_v4,nist_800_53_v4:sc-40,SC-40,Control,1,40,Wireless Link Protection,
nist_800_53_v4,nist_800_53_v4:sc-40(1),SC-40 (1),Enhancement,2,1,Electromagnetic Interference,The information system implements cryptographic mechanisms that achieve [Assignment: organization-defined level of protection] against the effects of intentional electromagnetic interference.
nist_800_53_v4,nist_800_53_v4:sc-40(2),SC-40 (2),Enhancement,2,2,Reduce Detection Potential,The information system implements cryptographic mechanisms to reduce the detection potential of wireless links to [Assignment: organization-defined level of reduction].
nist_800_53_v4,nist_800_53_v4:sc-40(3),SC-40 (3),Enhancement,2,3,Imitative Or Manipulative Communications Deception,The information system implements cryptographic mechanisms to identify and reject wireless transmissions that are deliberate attempts to achieve imitative or manipulative communications deception based on signal parameters.
nist_800_53_v4,nist_800_53_v4:sc-40(4),SC-40 (4),Enhancement,2,4,Signal Parameter Identification,The information system implements cryptographic mechanisms to prevent the identification of [Assignment: organization-defined wireless transmitters] by using the transmitter signal parameters.
nist_800_53_v4,nist_800_53_v4:sc-41,SC-41,Control,1,41,Port and I/O Device Access,
nist_800_53_v4,nist_800_53_v4:sc-42,SC-42,Control,1,42,Sensor Capability and Data,
nist_800_53_v4,nist_800_53_v4:sc-42(1),SC-42 (1),Enhancement,2,1,Reporting To Authorized Individuals Or Roles,The organization ensures that the information system is configured so that data or information collected by the [Assignment: organization-defined sensors] is only reported to authorized individuals or roles.
nist_800_53_v4,nist_800_53_v4:sc-42(2),SC-42 (2),Enhancement,2,2,Authorized Use,"The organization employs the following measures: [Assignment: organization-defined measures], so that data or information collected by [Assignment: organization-defined sensors] is only used for authorized purposes."
nist_800_53_v4,nist_800_53_v4:sc-42(3),SC-42 (3),Enhancement,2,3,Prohibit Use Of Devices,"The organization prohibits the use of devices possessing [Assignment: organization-defined environmental sensing capabilities] in [Assignment: organization-defined facilities, areas, or systems]."
nist_800_53_v4,nist_800_53_v4:sc-42a.,SC-42a.,Statement,2,1,,The information system: Prohibits the remote activation of environmental sensing capabilities with the following exceptions: [Assignment: organization-defined exceptions where remote activation of sensors is allowed]; and
nist_800_53_v4,nist_800_53_v4:sc-42b.,SC-42b.,Statement,2,2,,The information system: Provides an explicit indication of sensor use to [Assignment: organization-defined class of users].
nist_800_53_v4,nist_800_53_v4:sc-43,SC-43,Control,1,43,Usage Restrictions,
nist_800_53_v4,nist_800_53_v4:sc-43a.,SC-43a.,Statement,2,1,,The organization: Establishes usage restrictions and implementation guidance for [Assignment: organization-defined information system components] based on the potential to cause damage to the information system if used maliciously; and
nist_800_53_v4,nist_800_53_v4:sc-43b.,SC-43b.,Statement,2,2,,"The organization: Authorizes, monitors, and controls the use of such components within the information system."
nist_800_53_v4,nist_800_53_v4:sc-44,SC-44,Control,1,44,Detonation Chambers,
nist_800_53_v4,nist_800_53_v4:sc-5,SC-5,Control,1,5,Denial Of Service Protection,
nist_800_53_v4,nist_800_53_v4:sc-5(1),SC-5 (1),Enhancement,2,1,Restrict Internal Users,The information system restricts the ability of individuals to launch [Assignment: organization-defined denial of service attacks] against other information systems.
nist_800_53_v4,nist_800_53_v4:sc-5(2),SC-5 (2),Enhancement,2,2,Excess Capacity / Bandwidth / Redundancy,"The information system manages excess capacity, bandwidth, or other redundancy to limit the effects of information flooding denial of service attacks."
nist_800_53_v4,nist_800_53_v4:sc-5(3),SC-5 (3),Enhancement,2,3,Detection / Monitoring,The organization: Employs [Assignment: organization-defined monitoring tools] to detect indicators of denial of service attacks against the information system; and Monitors [Assignment: organization-defined information system resources] to determine if sufficient resources exist to prevent effective denial of service attacks.
nist_800_53_v4,nist_800_53_v4:sc-6,SC-6,Control,1,6,Resource Availability,
nist_800_53_v4,nist_800_53_v4:sc-7,SC-7,Control,1,7,Boundary Protection,
nist_800_53_v4,nist_800_53_v4:sc-7(10),SC-7 (10),Enhancement,2,10,Prevent Unauthorized Exfiltration,The organization prevents the unauthorized exfiltration of information across managed interfaces.
nist_800_53_v4,nist_800_53_v4:sc-7(11),SC-7 (11),Enhancement,2,11,Restrict Incoming Communications Traffic,The information system only allows incoming communications from [Assignment: organization-defined authorized sources] to be routed to [Assignment: organization-defined authorized destinations].
nist_800_53_v4,nist_800_53_v4:sc-7(12),SC-7 (12),Enhancement,2,12,Host-Based Protection,The organization implements [Assignment: organization-defined host-based boundary protection mechanisms] at [Assignment: organization-defined information system components].
nist_800_53_v4,nist_800_53_v4:sc-7(13),SC-7 (13),Enhancement,2,13,Isolation Of Security Tools / Mechanisms / Support Components,"The organization isolates [Assignment: organization-defined information security tools, mechanisms, and support components] from other internal information system components by implementing physically separate subnetworks with managed interfaces to other components of the system."
nist_800_53_v4,nist_800_53_v4:sc-7(14),SC-7 (14),Enhancement,2,14,Protects Against Unauthorized Physical Connections,The organization protects against unauthorized physical connections at [Assignment: organization-defined managed interfaces].
nist_800_53_v4,nist_800_53_v4:sc-7(15),SC-7 (15),Enhancement,2,15,Route Privileged Network Accesses,"The information system routes all networked, privileged accesses through a dedicated, managed interface for purposes of access control and auditing."
nist_800_53_v4,nist_800_53_v4:sc-7(16),SC-7 (16),Enhancement,2,16,Prevent Discovery Of Components / Devices,The information system prevents discovery of specific system components composing a managed interface.
nist_800_53_v4,nist_800_53_v4:sc-7(17),SC-7 (17),Enhancement,2,17,Automated Enforcement Of Protocol Formats,The information system enforces adherence to protocol formats.
nist_800_53_v4,nist_800_53_v4:sc-7(18),SC-7 (18),Enhancement,2,18,Fail Secure,The information system fails securely in the event of an operational failure of a boundary protection device.
nist_800_53_v4,nist_800_53_v4:sc-7(19),SC-7 (19),Enhancement,2,19,Blocks Communication From Non-Organizationally Configured Hosts,The information system blocks both inbound and outbound communications traffic between [Assignment: organization-defined communication clients] that are independently configured by end users and external service providers.
nist_800_53_v4,nist_800_53_v4:sc-7(20),SC-7 (20),Enhancement,2,20,Dynamic Isolation / Segregation,The information system provides the capability to dynamically isolate/segregate [Assignment: organization-defined information system components] from other components of the system.
nist_800_53_v4,nist_800_53_v4:sc-7(21),SC-7 (21),Enhancement,2,21,Isolation Of Information System Components,The organization employs boundary protection mechanisms to separate [Assignment: organization-defined information system components] supporting [Assignment: organization-defined missions and/or business functions].
nist_800_53_v4,nist_800_53_v4:sc-7(22),SC-7 (22),Enhancement,2,22,Separate Subnets For Connecting To Different Security Domains,"The information system implements separate network addresses (i.e., different subnets) to connect to systems in different security domains."
nist_800_53_v4,nist_800_53_v4:sc-7(23),SC-7 (23),Enhancement,2,23,Disable Sender Feedback On Protocol Validation Failure,The information system disables feedback to senders on protocol format validation failure.
nist_800_53_v4,nist_800_53_v4:sc-7(3),SC-7 (3),Enhancement,2,3,Access Points,The organization limits the number of external network connections to the information system.
nist_800_53_v4,nist_800_53_v4:sc-7(4),SC-7 (4),Enhancement,2,4,External Telecommunications Services,The organization: Implements a managed interface for each external telecommunication service; Establishes a traffic flow policy for each managed interface; Protects the confidentiality and integrity of the information being transmitted across each interface; Documents each exception to the traffic flow policy with a supporting mission/business need and duration of that need; and Reviews exceptions to the traffic flow policy [Assignment: organization-defined frequency] and removes exceptions that are no longer supported by an explicit mission/business need.
nist_800_53_v4,nist_800_53_v4:sc-7(5),SC-7 (5),Enhancement,2,5,Deny By Default / Allow By Exception,"The information system at managed interfaces denies network communications traffic by default and allows network communications traffic by exception (i.e., deny all, permit by exception)."
nist_800_53_v4,nist_800_53_v4:sc-7(7),SC-7 (7),Enhancement,2,7,Prevent Split Tunneling For Remote Devices,"The information system, in conjunction with a remote device, prevents the device from simultaneously establishing non-remote connections with the system and communicating via some other connection to resources in external networks."
nist_800_53_v4,nist_800_53_v4:sc-7(8),SC-7 (8),Enhancement,2,8,Route Traffic To Authenticated Proxy Servers,The information system routes [Assignment: organization-defined internal communications traffic] to [Assignment: organization-defined external networks] through authenticated proxy servers at managed interfaces.
nist_800_53_v4,nist_800_53_v4:sc-7(9),SC-7 (9),Enhancement,2,9,Restrict Threatening Outgoing Communications Traffic,The information system: Detects and denies outgoing communications traffic posing a threat to external information systems; and Audits the identity of internal users associated with denied communications.
nist_800_53_v4,nist_800_53_v4:sc-7a.,SC-7a.,Statement,2,1,,The information system: Monitors and controls communications at the external boundary of the system and at key internal boundaries within the system;
nist_800_53_v4,nist_800_53_v4:sc-7b.,SC-7b.,Statement,2,2,,The information system: Implements subnetworks for publicly accessible system components that are [Selection: physically; logically] separated from internal organizational networks; and
nist_800_53_v4,nist_800_53_v4:sc-7c.,SC-7c.,Statement,2,3,,The information system: Connects to external networks or information systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security architecture.
nist_800_53_v4,nist_800_53_v4:sc-8,SC-8,Control,1,8,Transmission Confidentiality and Integrity,
nist_800_53_v4,nist_800_53_v4:sc-8(1),SC-8 (1),Enhancement,2,1,Cryptographic Or Alternate Physical Protection,The information system implements cryptographic mechanisms to [Selection (one or more): prevent unauthorized disclosure of information; detect changes to information] during transmission unless otherwise protected by [Assignment: organization-defined alternative physical safeguards].
nist_800_53_v4,nist_800_53_v4:sc-8(2),SC-8 (2),Enhancement,2,2,Pre / Post Transmission Handling,The information system maintains the [Selection (one or more): confidentiality; integrity] of information during preparation for transmission and during reception.
nist_800_53_v4,nist_800_53_v4:sc-8(3),SC-8 (3),Enhancement,2,3,Cryptographic Protection For Message Externals,The information system implements cryptographic mechanisms to protect message externals unless otherwise protected by [Assignment: organization-defined alternative physical safeguards].
nist_800_53_v4,nist_800_53_v4:sc-8(4),SC-8 (4),Enhancement,2,4,Conceal / Randomize Communications,The information system implements cryptographic mechanisms to conceal or randomize communication patterns unless otherwise protected by [Assignment: organization-defined alternative physical safeguards].
nist_800_53_v4,nist_800_53_v4:sc-9,SC-9,Control,1,9,Transmission Confidentiality,
nist_800_53_v4,nist_800_53_v4:si,SI,Family,0,18,System and Information Integrity,
nist_800_53_v4,nist_800_53_v4:si-1,SI-1,Control,1,1,System and Information Integrity Policy and Procedures,
nist_800_53_v4,nist_800_53_v4:si-10,SI-10,Control,1,10,Information Input Validation,
nist_800_53_v4,nist_800_53_v4:si-10(1),SI-10 (1),Enhancement,2,1,Manual Override Capability,The information system: Provides a manual override capability for input validation of [Assignment: organization-defined inputs]; Restricts the use of the manual override capability to only [Assignment: organization-defined authorized individuals]; and Audits the use of the manual override capability.
nist_800_53_v4,nist_800_53_v4:si-10(2),SI-10 (2),Enhancement,2,2,Review / Resolution Of Errors,The organization ensures that input validation errors are reviewed and resolved within [Assignment: organization-defined time period].
nist_800_53_v4,nist_800_53_v4:si-10(3),SI-10 (3),Enhancement,2,3,Predictable Behavior,The information system behaves in a predictable and documented manner that reflects organizational and system objectives when invalid inputs are received.
nist_800_53_v4,nist_800_53_v4:si-10(4),SI-10 (4),Enhancement,2,4,Review / Timing Interactions,The organization accounts for timing interactions among information system components in determining appropriate responses for invalid inputs.
nist_800_53_v4,nist_800_53_v4:si-10(5),SI-10 (5),Enhancement,2,5,Restrict Inputs To Trusted Sources And Approved Formats,The organization restricts the use of information inputs to [Assignment: organization-defined trusted sources] and/or [Assignment: organization-defined formats].
nist_800_53_v4,nist_800_53_v4:si-11,SI-11,Control,1,11,Error Handling,
nist_800_53_v4,nist_800_53_v4:si-11a.,SI-11a.,Statement,2,1,,The information system: Generates error messages that provide information necessary for corrective actions without revealing information that could be exploited by adversaries; and
nist_800_53_v4,nist_800_53_v4:si-11b.,SI-11b.,Statement,2,2,,The information system: Reveals error messages only to [Assignment: organization-defined personnel or roles].
nist_800_53_v4,nist_800_53_v4:si-12,SI-12,Control,1,12,Information Handling and Retention,
nist_800_53_v4,nist_800_53_v4:si-13,SI-13,Control,1,13,Predictable Failure Prevention,
nist_800_53_v4,nist_800_53_v4:si-13(1),SI-13 (1),Enhancement,2,1,Transferring Component Responsibilities,The organization takes information system components out of service by transferring component responsibilities to substitute components no later than [Assignment: organization-defined fraction or percentage] of mean time to failure.
nist_800_53_v4,nist_800_53_v4:si-13(3),SI-13 (3),Enhancement,2,3,Manual Transfer Between Components,The organization manually initiates transfers between active and standby information system components [Assignment: organization-defined frequency] if the mean time to failure exceeds [Assignment: organization-defined time period].
nist_800_53_v4,nist_800_53_v4:si-13(4),SI-13 (4),Enhancement,2,4,Standby Component Installation / Notification,"The organization, if information system component failures are detected: Ensures that the standby components are successfully and transparently installed within [Assignment: organization-defined time period]; and [Selection (one or more): activates [Assignment: organization-defined alarm]; automatically shuts down the information system]."
nist_800_53_v4,nist_800_53_v4:si-13(5),SI-13 (5),Enhancement,2,5,Failover Capability,The organization provides [Selection: real-time; near real-time] [Assignment: organization-defined failover capability] for the information system.
nist_800_53_v4,nist_800_53_v4:si-13a.,SI-13a.,Statement,2,1,,The organization: Determines mean time to failure (MTTF) for [Assignment: organization-defined information system components] in specific environments of operation; and
nist_800_53_v4,nist_800_53_v4:si-13b.,SI-13b.,Statement,2,2,,The organization: Provides substitute information system components and a means to exchange active and standby components at [Assignment: organization-defined MTTF substitution criteria].
nist_800_53_v4,nist_800_53_v4:si-14,SI-14,Control,1,14,Non-Persistence,
nist_800_53_v4,nist_800_53_v4:si-14(1),SI-14 (1),Enhancement,2,1,Refresh From Trusted Sources,The organization ensures that software and data employed during information system component and service refreshes are obtained from [Assignment: organization-defined trusted sources].
nist_800_53_v4,nist_800_53_v4:si-15,SI-15,Control,1,15,Information Output Filtering,
nist_800_53_v4,nist_800_53_v4:si-16,SI-16,Control,1,16,Memory Protection,
nist_800_53_v4,nist_800_53_v4:si-17,SI-17,Control,1,17,Fail-Safe Procedures,
nist_800_53_v4,nist_800_53_v4:si-1a.,SI-1a.,Statement,2,1,,"The organization: Develops, documents, and disseminates to [Assignment: organization-defined personnel or roles]: A system and information integrity policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Procedures to facilitate the implementation of the system and information integrity policy and associated system and information integrity controls; and"
nist_800_53_v4,nist_800_53_v4:si-1b.,SI-1b.,Statement,2,2,,The organization: Reviews and updates the current: System and information integrity policy [Assignment: organization-defined frequency]; and System and information integrity procedures [Assignment: organization-defined frequency].
nist_800_53_v4,nist_800_53_v4:si-2,SI-2,Control,1,2,Flaw Remediation,
nist_800_53_v4,nist_800_53_v4:si-2(1),SI-2 (1),Enhancement,2,1,Central Management,The organization centrally manages the flaw remediation process.
nist_800_53_v4,nist_800_53_v4:si-2(2),SI-2 (2),Enhancement,2,2,Automated Flaw Remediation Status,The organization employs automated mechanisms [Assignment: organization-defined frequency] to determine the state of information system components with regard to flaw remediation.
nist_800_53_v4,nist_800_53_v4:si-2(3),SI-2 (3),Enhancement,2,3,Time To Remediate Flaws / Benchmarks For Corrective Actions,The organization: Measures the time between flaw identification and flaw remediation; and Establishes [Assignment: organization-defined benchmarks] for taking corrective actions.
nist_800_53_v4,nist_800_53_v4:si-2(5),SI-2 (5),Enhancement,2,5,Automatic Software / Firmware Updates,The organization installs [Assignment: organization-defined security-relevant software and firmware updates] automatically to [Assignment: organization-defined information system components].
nist_800_53_v4,nist_800_53_v4:si-2(6),SI-2 (6),Enhancement,2,6,Removal Of Previous Versions Of Software / Firmware,The organization removes [Assignment: organization-defined software and firmware components] after updated versions have been installed.
nist_800_53_v4,nist_800_53_v4:si-2a.,SI-2a.,Statement,2,1,,"The organization: Identifies, reports, and corrects information system flaws;"
nist_800_53_v4,nist_800_53_v4:si-2b.,SI-2b.,Statement,2,2,,The organization: Tests software and firmware updates related to flaw remediation for effectiveness and potential side effects before installation;
nist_800_53_v4,nist_800_53_v4:si-2c.,SI-2c.,Statement,2,3,,The organization: Installs security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates; and
nist_800_53_v4,nist_800_53_v4:si-2d.,SI-2d.,Statement,2,4,,The organization: Incorporates flaw remediation into the organizational configuration management process.
nist_800_53_v4,nist_800_53_v4:si-3,SI-3,Control,1,3,Malicious Code Protection,
nist_800_53_v4,nist_800_53_v4:si-3(1),SI-3 (1),Enhancement,2,1,Central Management,The organization centrally manages malicious code protection mechanisms.
nist_800_53_v4,nist_800_53_v4:si-3(10),SI-3 (10),Enhancement,2,10,Malicious Code Analysis,The organization: Employs [Assignment: organization-defined tools and techniques] to analyze the characteristics and behavior of malicious code; and Incorporates the results from malicious code analysis into organizational incident response and flaw remediation processes.
nist_800_53_v4,nist_800_53_v4:si-3(2),SI-3 (2),Enhancement,2,2,Automatic Updates,The information system automatically updates malicious code protection mechanisms.
nist_800_53_v4,nist_800_53_v4:si-3(4),SI-3 (4),Enhancement,2,4,Updates Only By Privileged Users,The information system updates malicious code protection mechanisms only when directed by a privileged user.
nist_800_53_v4,nist_800_53_v4:si-3(6),SI-3 (6),Enhancement,2,6,Testing / Verification,"The organization: Tests malicious code protection mechanisms [Assignment: organization-defined frequency] by introducing a known benign, non-spreading test case into the information system; and Verifies that both detection of the test case and associated incident reporting occur."
nist_800_53_v4,nist_800_53_v4:si-3(7),SI-3 (7),Enhancement,2,7,Nonsignature-Based Detection,The information system implements nonsignature-based malicious code detection mechanisms.
nist_800_53_v4,nist_800_53_v4:si-3(8),SI-3 (8),Enhancement,2,8,Detect Unauthorized Commands,The information system detects [Assignment: organization-defined unauthorized operating system commands] through the kernel application programming interface at [Assignment: organization-defined information system hardware components] and [Selection (one or more): issues a warning; audits the command execution; prevents the execution of the command].
nist_800_53_v4,nist_800_53_v4:si-3(9),SI-3 (9),Enhancement,2,9,Authenticate Remote Commands,The information system implements [Assignment: organization-defined security safeguards] to authenticate [Assignment: organization-defined remote commands].
nist_800_53_v4,nist_800_53_v4:si-3a.,SI-3a.,Statement,2,1,,The organization: Employs malicious code protection mechanisms at information system entry and exit points to detect and eradicate malicious code;
nist_800_53_v4,nist_800_53_v4:si-3b.,SI-3b.,Statement,2,2,,The organization: Updates malicious code protection mechanisms whenever new releases are available in accordance with organizational configuration management policy and procedures;
nist_800_53_v4,nist_800_53_v4:si-3c.,SI-3c.,Statement,2,3,,"The organization: Configures malicious code protection mechanisms to: Perform periodic scans of the information system [Assignment: organization-defined frequency] and real-time scans of files from external sources at [Selection (one or more); endpoint; network entry/exit points] as the files are downloaded, opened, or executed in accordance with organizational security policy; and [Selection (one or more): block malicious code; quarantine malicious code; send alert to administrator; [Assignment: organization-defined action]] in response to malicious code detection; and"
nist_800_53_v4,nist_800_53_v4:si-3d.,SI-3d.,Statement,2,4,,The organization: Addresses the receipt of false positives during malicious code detection and eradication and the resulting potential impact on the availability of the information system.
nist_800_53_v4,nist_800_53_v4:si-4,SI-4,Control,1,4,Information System Monitoring,
nist_800_53_v4,nist_800_53_v4:si-4(1),SI-4 (1),Enhancement,2,1,System-Wide Intrusion Detection System,The organization connects and configures individual intrusion detection tools into an information system-wide intrusion detection system.
nist_800_53_v4,nist_800_53_v4:si-4(10),SI-4 (10),Enhancement,2,10,Visibility Of Encrypted Communications,The organization makes provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined information system monitoring tools].
nist_800_53_v4,nist_800_53_v4:si-4(11),SI-4 (11),Enhancement,2,11,Analyze Communications Traffic Anomalies,"The organization analyzes outbound communications traffic at the external boundary of the information system and selected [Assignment: organization-defined interior points within the system (e.g., subnetworks, subsystems)] to discover anomalies."
nist_800_53_v4,nist_800_53_v4:si-4(12),SI-4 (12),Enhancement,2,12,Automated Alerts,The organization employs automated mechanisms to alert security personnel of the following inappropriate or unusual activities with security implications: [Assignment: organization-defined activities that trigger alerts].
